[2025-07-29T06:31:57.436Z] [error]: HIDE::404::NotFound::Route is not exists::
[2025-07-29T06:31:57.540Z] [error]: HIDE::404::NotFound::Route is not exists::
[2025-07-29T06:36:36.271Z] [error]: HIDE::404::NotFound::Username or password is not correct!::
[2025-07-29T07:06:38.321Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:06:38.822Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:06:39.324Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:06:39.827Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:06:40.328Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:06:40.830Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:06:41.331Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:06:41.834Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:06:42.335Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:06:42.836Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:06:43.338Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:06:43.839Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:06:44.341Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:06:44.843Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:06:45.344Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:06:45.846Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:06:46.347Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:06:46.849Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:06:47.350Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:06:47.851Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:06:48.352Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:06:48.853Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:06:49.354Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:06:49.856Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:06:50.357Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:06:50.858Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:06:51.358Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:06:51.859Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:06:52.360Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:06:52.861Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:06:53.362Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:06:53.863Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:06:54.364Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:06:54.872Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:06:55.374Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:06:55.874Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:06:56.376Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:06:56.877Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:06:57.378Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:06:57.879Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:06:58.414Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:06:58.915Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:06:59.419Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:06:59.925Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:07:00.429Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:07:00.933Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:07:01.437Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:07:01.941Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:07:02.445Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:07:02.948Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:07:03.451Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:07:03.954Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:07:04.457Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:07:04.959Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:07:05.461Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:07:05.963Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:07:06.465Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:07:06.967Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:07:07.469Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:07:07.970Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:07:08.472Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:07:08.973Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:07:09.475Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:07:09.976Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:07:10.478Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:07:10.979Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:07:11.480Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:07:11.981Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:07:12.482Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:07:12.983Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:07:13.484Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:07:13.985Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:07:14.486Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:07:14.988Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:07:15.489Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:07:15.990Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:07:16.494Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:07:16.995Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:07:17.496Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:07:17.996Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:07:18.497Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:07:18.997Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:07:19.498Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:07:19.999Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:07:20.500Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:07:21.001Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:07:21.501Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:07:22.003Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:07:22.504Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:07:23.005Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:07:23.505Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:07:24.007Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:07:24.508Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:07:25.011Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:07:25.511Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:07:26.012Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:07:26.514Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:07:27.014Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:07:27.514Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:07:28.016Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:07:28.554Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:07:29.057Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:07:29.562Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:07:30.024Z] [error]: connect ECONNREFUSED 127.0.0.1:27017
[2025-07-29T07:07:30.038Z] [error]: Inventory-SKU sync failed: MongoServerSelectionError: connect ECONNREFUSED 127.0.0.1:27017
[2025-07-29T07:07:30.068Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:07:30.574Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:07:31.079Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:07:31.582Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:07:32.085Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:07:32.590Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:07:33.093Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:07:33.597Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:07:34.099Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:07:34.604Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:07:35.107Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:07:35.609Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:07:36.111Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:07:36.614Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:07:37.116Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:07:37.618Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:07:38.120Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:07:38.623Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:07:39.125Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:07:39.626Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:07:40.128Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:07:40.631Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:07:41.133Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:07:41.634Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:07:42.136Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:07:42.638Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:07:43.139Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:07:43.640Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:07:44.141Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:07:44.643Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:07:45.145Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:07:45.647Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:07:46.148Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:07:46.650Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:07:47.154Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:07:47.655Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:07:48.157Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:07:48.659Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:07:49.160Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:07:49.661Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:07:50.163Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:07:50.667Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:07:51.168Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:07:51.669Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:07:52.172Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:07:52.673Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:07:53.174Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:07:53.675Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:07:54.175Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:07:54.676Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:07:55.177Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:07:55.678Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:07:56.179Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:07:56.680Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:07:57.181Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:07:57.682Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:07:58.183Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:07:58.726Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:07:59.229Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:07:59.734Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:08:00.239Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:08:00.743Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:08:01.247Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:08:01.751Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:08:02.255Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:08:02.759Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:08:03.262Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:08:03.765Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:08:04.268Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:08:04.771Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:08:05.274Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:08:05.776Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:08:06.278Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:08:06.780Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:08:07.282Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:08:07.785Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:08:08.286Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:08:08.788Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:08:09.290Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:08:09.791Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:08:10.293Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:08:10.794Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:08:11.295Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:08:11.796Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:08:12.298Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:08:12.798Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:08:13.299Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:08:13.800Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:08:14.301Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:08:14.802Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:08:15.303Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:08:15.804Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:08:16.304Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:08:16.805Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:08:17.307Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:08:17.807Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:08:18.308Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:08:18.811Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:08:19.312Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:08:19.812Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:08:20.312Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:08:20.813Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:08:21.314Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:08:21.815Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:08:22.316Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:08:22.816Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:08:23.318Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:08:23.818Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:08:24.318Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:08:24.818Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:08:25.318Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:08:25.819Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:08:26.319Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:08:26.820Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:08:27.319Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:08:27.820Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:08:28.320Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:08:28.851Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:08:29.354Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:08:29.859Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:08:30.010Z] [error]: connect ECONNREFUSED 127.0.0.1:27017
[2025-07-29T07:08:30.023Z] [error]: Inventory-SKU sync failed: MongoServerSelectionError: connect ECONNREFUSED 127.0.0.1:27017
[2025-07-29T07:08:30.363Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:08:30.867Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:08:31.371Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:08:31.875Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:08:32.378Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:08:32.882Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:08:33.385Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:08:33.888Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:08:34.390Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:08:34.893Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:08:35.396Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:08:35.898Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:08:36.400Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:08:36.911Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:08:37.413Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:08:37.915Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:08:38.416Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:08:38.918Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:08:39.419Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:08:39.920Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:08:40.421Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:08:40.923Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:08:41.424Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:08:41.928Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:08:42.430Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:08:42.931Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:08:43.432Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:08:43.933Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:08:44.435Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:08:44.936Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:08:45.438Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:08:45.938Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:08:46.439Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:08:46.941Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
